Durationinseconds,ResponseId,Age,Gender,HL,Race,Race_5_TEXT,Education,Income,BER_P,BER_N,StressorDesc,PSE_P,PSE_N,A1,A2,A3,A4,A5,A6,A1_P,A1_N,A2_P,A2_N,A3_P,A3_N,A4_P,A4_N,A5_P,A5_N,A6_P,A6_N,PRE_P,PRE_N,DES_1NPS,DES_2NPS,DES_3NPS,DES_4CPN,DES_5PNS,DES_6CPN,DES_7CPN,DES_8PNS,DES_9PNS,DES_10CPN,DES_11PNS,ValuingHS_1,ValuingHS_2,ValuingHS_3,ValuingHS_4,ValuingHS_5,ValuingHS_6,ValuingHS_7,EgoRS_1,EgoRS_2,EgoRS_3,EgoRS_4,EgoRS_5,EgoRS_6,EgoRS_7,EgoRS_8,EgoRS_9,EgoRS_10,EgoRS_11,EgoRS_12,EgoRS_13,EgoRS_14,OPTIMISM_1,OPTIMISM_2,OPTIMISM_3,OPTIMISM_4,OPTIMISM_5,OPTIMISM_6,OPTIMISM_7,OPTIMISM_8,OPTIMISM_9,OPTIMISM_10,PS_1,PS_2,PS_3,PS_4,PS_5,PS_6,PS_7,PS_8,PR_1,PR_2,EXTRAVERSION_1,EXTRAVERSION_2,EXTRAVERSION_3,EXTRAVERSION_4,EXTRAVERSION_5,EXTRAVERSION_6,EXTRAVERSION_7,EXTRAVERSION_8,EXTRAVERSION_9,EXTRAVERSION_10,EXTRAVERSION_11,EXTRAVERSION_12,TMES_1ME,TMES_2ME,TMES_3ME,TMES_4ME,TMES_5ME,TMES_6ME,TMES_7ME,TMES_8ME,TMES_9ME,TMES_10ME,TMES_11ME,TMES_12ME,TMES_13ME,TMES_14P,TMES_15P,TMES_16P,TMES_17P,TMES_18P,TMES_19N,TMES_20N,TMES_21N,TMES_22N,TMES_23N,TMES_24NEUT,TMES_25NEUT,PROLIFIC_PID,A1Positive,A2Positive,A3Positive,A4Positive,A5Positive,A6Positive,A1Negative,A2Negative,A3Negative,A4Negative,A5Negative,A6negative,A1_M,A2_M,A3_M,A4_M,A5_M,A6_M,Optimism,Extraversion,TotalP,TotalN,TotalM,Resilience,Positivity,DES_NPS,DES_CPN,DES_PNS,TMES_ME,TMES_P,TMES_N,TMES_NEUT,ValuingHappiness,PositiveReappraisal
402,R_urJZX6B6v3n2jmh,23,2,2,1, ,2,7,5,5,"My university has changed their mask mandate and no longer requires mask on campus unless you are in a classroom or a highly concentrated, indoor part of campus. A lot of my peers no longer wear their masks unless they are absolutely required and it bothers me that they're inconsiderate that way.",4,6,I am worried about my friends and family who are immunocompromised,I am nervous about testing positive,I am worried about the effect of COVID-19 on world politics,I am worried this will impact my future occupation and schooling,I am worried about my ability to cope in an uncertain world,I am worried about people I know who have long COVID,0,10,0,10,0,10,0,10,0,10,0,10,3,7,6,6,6,7,6,6,6,6,6,6,6,7,6,4,6,6,6,6,4,1,2,4,4,2,1,4,2,4,4,3,4,1,1,1,0,1,4,3,0,1,1,3,3,6,5,1,5,3,4,4,3,3,2,4,4,3,4,4,3,3,2,4,5,4,4,2,3,3,4,3,4,3,3,4,4,3,3,3,2,3,3,2,3,4,4,4,3,3,5,60fc5d49ff20168d794fe083,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,6,42,0,6,0,40,31,18,25,24,43,13,18,8,41,6
2221,R_29aLfRluZAHyPt5,34,1,2,1, ,3,6,9,0,"The major situation i am going through right now is lack of sufficient fund. Some weeks ago i was called with the other colleagues into the managers office only to be told that we have being relieved of some of our duties in the establishment. And worst part was that it came with reduction in our monthly salary, the new development cut low my annual expectations and equally affected my plans.",7,3,Covid caused me low funding to my annual target,I read a lot since the start of covid,I make new friends on regular basis and hangs out a lot, much thought causing me unable to sleep on time,Engaging in spontaneous arguments that sometimes lead to fight,feeling unhappy sometimes especially in my work place,2,7,8,2,8,2,2,6,1,6,1,5,5,7,5,5,5,5,7,4,5,6,7,6,7,6,6,6,5,6,6,6,4,2,3,3,2,4,3,4,3,4,3,3,4,2,5,5,1,4,4,3,3,3,3,5,6,5,6,5,7,7,7,7,3,3,5,5,5,5,5,5,4,4,4,4,4,5,2,1,3,2,2,2,2,2,2,2,3,3,2,3,5,4,4,4,2,2,3,1,2,2,3,60ffae39406f5e4035c8dea0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,21,55,2,3,0,44,50,15,20,27,28,20,10,5,41,6
1338,R_r2LHMB6WCGEJjs5,51,2,2,1, ,2,8,6,1,My daughter got Covid and was sick on her birthday. We'd taken all the precautions and have been vaccinated and boosted. But we handled the situation without stress and took it one day at a time and it was fairly painless.,6,3,I was stressed out about taking care of my daughter alone.,I was also proud of myself for handling it well.,I was worried that I would get COVID.,I was happy when I never got it.,I was exhausted taking care of all of the needs of my daughter during her illness on top of everything else.,I was tired of dealing with this virus.,1,3,9,0,0,5,10,0,1,3,0,10,6,2,6,6,6,6,6,6,6,6,6,6,6,5,2,4,2,6,4,4,4,3,3,4,3,4,3,3,3,3,3,3,2,2,3,3,3,4,5,3,1,3,3,4,6,6,6,4,6,6,6,6,3,3,4,4,5,3,2,4,3,3,4,5,2,5,3,3,2,3,2,3,3,3,2,3,3,3,3,3,4,4,3,4,2,3,3,1,3,4,2,60fd85c4c161e02f562b543a,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,44,2,1,0,43,46,18,24,24,36,18,12,6,27,6
704,R_RlCmHYnTkESo4Cd,40,1,2,1, ,2,3,5,5,"Nearly died of respiratory failure in Jan 2020, before covid testing existed, still dealing with long covid symptoms over 2 years later.",5,5,Trouble breathing,Trouble exerting myself,Terrible rare side effects from inhaler treatments affecting my life,Worry about long term health,Had physical and neurological side effects from the first dose of covid vaccine,"Unwilling to receive further doses of covid vaccine, affecting my job prospect with vaccine mandates in place",0,9,0,7,0,10,0,8,0,10,0,9,5,5,6,6,6,6,6,6,6,6,6,6,6,4,2,3,4,6,2,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,1,4,4,4,1,4,1,4,5,6,6,2,6,5,6,6,3,2,4,4,4,2,2,4,2,3,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,3,3,2,3,3,4,3,61359cac259b65756e2c4032,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,14,41,0,6,0,45,42,18,24,24,40,19,14,7,25,5
671,R_32XY5PEGpiM7Z9I,25,2,1,1, ,2,9,5,6,"Recently, I have been contemplating getting the COVID-19 booster shot. I have been seeing a lot of news lately about a new variant spreading, which is concerning to me. As I live at home with my parents who are at greater risk of complications from COVID-19, I want to do everything on my end to protect myself and them as well. I am vaccinated, but was unsure about the booster. But as a new variant is spreading, I want to get boosted.",5,4,I am worried about my parents getting sick.,I am worried about getting sick and passing it to my parents.,I mask and wash hands to avoid any possible contact with germs.,The corona virus makes me anxious.,I keep up to date with news on the virus to learn more information.,I will make an appointment to get vaccinated in the future.,0,10,0,9,10,0,0,8,10,0,10,0,5,6,6,6,6,7,6,6,7,6,6,6,6,6,4,3,7,6,6,5,4,4,2,3,4,3,4,2,4,4,4,3,2,3,4,4,2,4,5,4,2,3,0,4,6,6,5,3,6,6,6,5,3,4,5,4,4,3,4,3,2,4,5,5,2,5,4,2,3,5,4,5,4,3,4,4,4,4,4,3,3,3,3,3,3,4,4,3,2,3,2,5e555e3152f93b5508f5bc16,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,16,46,3,3,0,46,43,18,26,24,50,15,16,5,37,7
970,R_1r9ykbm9j6vpuTE,26,3,2,1, ,1,2,2,1,"I am considering planning to go to a concert in August. This concert will be indoors with thousands of people. Right now, COVID in my area is at a low, and the concert will be nearby. I have to weigh the risks of going to this concert in a few months, when COVID cases and spread in my area could be higher. I am fully vaccinated and plan to wear a mask (FFP2 and well-fitted), and the people I plan to go with are also fully vaccinated, but is that enough? I'm just not sure if it's worth the risk, even though the concert is being put on by a band I thought I'd never get to see live and have always wanted to see.",1,1,The concert is indoors and will be attended by thousands of people.,"I am fully vaccinated, and so are the people I plan to go with.",I have always wanted to see this band and thought I would never get a chance.,The city that the concert is in has a higher vaccination rate than most of the rest of my state.,"COVID cases here are low right now, but who knows what they could be like in four months' time.","The venue does not require proof of vaccination, a negative COVID test, or mask wearing unless the band requests it, and I can't find information about whether they have.",0,5,8,0,8,0,3,1,1,1,0,6,1,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,4,3,2,2,4,2,1,1,2,1,1,3,2,4,2,3,1,3,3,2,1,2,4,2,0,3,0,2,2,6,5,2,3,2,5,5,2,2,1,1,4,1,1,2,1,2,2,2,2,3,4,3,3,2,2,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,5,2,4,3,2,60bae1ebe45be85442acce84,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,22,2,1,0,30,30,18,24,24,38,15,17,5,14,4
738,R_2PiJGQB9cLNd8Yu,44,1,2,1, ,1,9,2,8,"On January 14th, I attended a going away party at a bar. Three days later, I woke up feeling like I couldn't stop clearing my throat, a condition that worsened over the course of the day. By the end of the day, I had a fever. The next day, I went to the doctor (thinking it was strep). I was shocked to learn I had Covid. I wasn't really afraid, just worried that I'd given it to my girlfriend. Not only did she get it, her cat did too (which was almost worse since there's no real recourse with animals).

We both had a lousy couple weeks (I felt fine within a few days but brain fog and lethargy persisted). The biggest pain was the logistics of quarantining with family, work, etc. Both of us are fine now, though I have a little bit of a residual cough.",3,7,I was surprised work still insisted I hit all my deadlines.,I was worried I'd given it too my kids.,I was really bummed/ashamed I gave it to my girlfriend.,I lost my sense of taste/smell for a day and panicked that it was permanent.,The weather was cold and wet... we even had a snowfall while I was feverish.,"I kind of liked hunkering down alone, just worrying about staying warm and hydrated and rested, for a few days",2,7,0,10,0,10,0,8,5,3,7,1,3,6,6,6,6,7,6,7,5,6,5,7,6,5,3,5,6,4,3,2,3,2,4,3,4,2,4,4,2,2,4,3,2,2,2,3,2,2,4,3,0,3,1,3,3,5,3,2,3,4,4,3,2,4,4,4,4,3,4,3,3,4,3,4,3,3,3,4,4,5,3,4,4,3,3,4,5,5,5,2,3,3,3,2,3,4,5,2,2,4,3,60008e2ee4d8c913c602e0cd,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,10,42,1,4,0,41,27,18,26,23,52,13,16,7,28,6
685,R_2VfP4wYk8eduK0t,26,2,1,"1,2", ,2,5,10,0,"My most recent Covid experience has been flying back to the US after living abroad for three years and trying to figure out how to keep myself and others safe in a country that doesn't care. It's an ongoing situation because whereas in South Korea, everyone wore masks without question, that is not the same here in Florida, USA. Every day, I wear a mask indoors and around new people but it's hard to try to do what I feel is best and have others stare at me or question me for my choices. I am triple vaxxed but I don't really think that offers much protection when I currently live in a covid petri-dish.",6,3,I'm having a hard time entering areas that are generally unmasked,I worry about not being able to afford healthcare if I were to contract it,I worry about having a bad case myself,"I worry about unintentinally passing it on to some one else, especailly an immunocompromised person",I travel less because I don't want to be exposed andam trying to control my environment as much as I can,I don't ea at restauarants to avoid taking my mask off indoors,0,7,0,10,0,8,1,10,0,8,0,8,7,4,7,7,7,7,7,7,7,7,7,7,7,1,5,6,4,7,3,2,4,4,4,4,4,4,4,3,4,4,4,2,2,2,5,5,2,5,5,4,0,4,2,5,7,7,6,1,5,6,7,7,4,4,5,4,5,4,4,4,2,4,4,5,2,5,3,2,3,3,4,3,3,3,3,5,2,2,3,4,5,5,5,3,2,2,3,2,3,3,1,5bdcc00076d6d50001bc337b,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,19,48,0,6,0,49,46,21,28,28,39,22,12,4,28,8
3655,R_1jEbDBTGRFLPvD3,25,2,1,5,Hispanic,2,4,8,1,I live in a state where mask mandates are still a thing and I think it negatively impacts a lot of people but mostly the kids. They have to wear them to school to lunch and even to recess. Children need to learn social cues and being able to see one another’s faces is key to that and I think this coming generation is going to have a lot of social issues and problems that we end up seeing down the road due to these ridiculous mandates.,8,1,Kids have to wear masks,Kids don’t learn social cues,I am worried kids will act differently socially,I feel sorry for the kids,I feel empathy for them,Kudos to them for wearing them even though most don’t really understand why,0,10,1,8,1,3,2,8,5,6,9,4,8,1,6,6,6,6,6,6,6,6,6,6,6,6,4,5,6,6,5,6,4,4,3,4,4,4,3,3,3,3,4,3,3,3,4,4,2,4,4,4,2,3,2,4,6,6,5,3,5,6,6,6,4,4,5,4,5,2,4,5,2,4,5,5,4,5,5,3,4,4,4,5,3,3,3,3,4,4,3,4,5,5,5,4,3,3,3,2,3,3,3,60fdfebf34e9b78c0d472d1e,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,18,50,1,4,0,48,43,18,24,24,48,23,14,6,38,8
970,R_1irOhyHh6dWX1Z3,37,3,2,4, ,1,3,0,8,not sure if this is what you meant but i lost my favorite job because of covid. i worked at a university dining hall when covid hit and they sent all the students home. we were closed in my unit for a long time and then when the university reopened they decided to eliminate the unit i was working for. it had been so long by that time  i moved and took another job. i really miss my old job and my coworkers. even if i could go back it wouldnt be the same.,1,8,i have anxiety all the time,i feel sad about my old life and how different it is now,i dont make as much money now,its harder to pay bills,the costs of everything is going up,life sucks,1,8,1,10,0,10,0,10,0,9,0,10,1,10,6,6,6,7,5,7,7,5,6,6,5,6,6,6,6,6,6,6,3,3,3,2,4,2,3,3,1,3,3,1,2,1,2,2,1,2,4,2,0,4,0,2,3,3,2,2,2,2,2,2,3,3,1,1,2,2,1,2,2,3,2,2,2,2,4,3,4,4,4,5,5,4,5,5,5,5,5,2,3,3,2,2,3,4,4,4,4,4,4,6100ad3174a06d6fb34718ce,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,7,22,0,6,0,34,18,18,27,21,58,12,19,8,42,6
675,R_vq8tstUIpSJXJGp,28,2,2,1, ,1,7,7,1,My girlfriend and I were going to meet up with a friend today to go to a museum. She said she thought she had a cold and my girlfriend asked her to elaborate and she said she couldn’t taste anything and may have covid and we declined to go hang out with her because she may have covid.,7,1,I wanted to meet my girlfriends friend but I couldn’t so I am somewhat disappointed,Her friend wanted us to come out and hang out with her even tho she was sick which makes me uneasy about meeting her,She seems nice but I’m slightly uncomfortable about the situation,She is vaccinated so it may not even be covid which makes me feel hopeful,I’m excited to meet her friend in the future when she’s not sick,I’m nervous to meet her friend cause I’m nervous to meet new people sometimes,1,9,0,9,1,7,9,2,8,2,2,7,7,2,5,5,5,6,6,6,6,6,6,6,6,4,3,3,6,5,4,5,2,3,2,3,3,2,3,2,2,2,3,2,3,2,3,4,1,4,4,4,2,2,1,4,6,6,5,3,5,6,7,5,3,3,4,4,4,3,4,4,2,2,4,4,3,3,3,3,3,2,3,3,2,3,3,3,5,3,3,3,3,3,3,3,2,3,3,3,4,3,2,5c3f73e9d831ed0001f794ec,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,15,41,2,4,0,34,43,15,24,24,39,15,15,5,30,6
506,R_3kLi2TkAL8mNhuv,33,1,2,1, ,1,5,1,1,Prices for food are increasing a lot due to the covid supply chain disruptions. Money was already tight so food going up and up is making it difficult to afford to eat the things we usually eat.,0,3,I'm stressed about money.,I feel pressure to make more money.,I miss steak being affordable,I'm confused as to why pasta seems to be having shortages.,I'm nervous about prices going up more due to the Russian sanctions.,I'm angry at politicians for making things worse for Americans via sanctions that will increase prices when they were already bad to begin with.,0,10,0,7,0,3,0,0,0,6,0,8,0,5,6,6,6,7,6,7,7,6,6,7,6,3,3,2,6,4,3,2,2,2,2,1,4,1,2,3,1,4,2,1,1,2,1,2,5,2,3,4,0,4,0,2,1,4,2,1,3,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,4,3,3,2,2,3,3,3,4,4,3,3,3,2,4,2,3,3,3,3,4,3,5,5,2,5e1a7114a90da52e206de7ea,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,10,15,0,4,0,28,16,18,28,24,40,14,18,7,23,4
622,R_2ZCv8jkPxAVQtE4,31,1,1,1, ,2,9,5,5,"I was invited out to a karaoke room by friends. I wasn't sure about all of the COVID protocols that were still in place. I decided to keep a mask in my back pocket in case I needed it. When I entered the karaoke place, I was not asked for proof of vaccination, etc. I entered and performed karaoke. Nobody was wearing masks.",5,5,Anxiety over COVID protocols,Anxiety about being social after two years of pandemic,Thinking about catching and spreading the virus,Happiness to be with friends,Fear of the unknown,Surprise at relaxed protocols,1,6,3,6,0,10,10,0,0,8,1,6,5,5,5,6,6,7,6,6,6,6,6,7,6,5,5,4,5,5,6,6,2,3,1,1,4,1,4,3,3,3,3,3,1,2,2,2,0,3,3,5,0,3,0,4,4,4,2,4,4,3,4,2,3,3,1,1,2,1,1,2,1,1,1,2,2,2,3,4,4,3,3,4,4,3,3,4,4,4,4,2,2,3,3,3,3,4,5,4,5,5,2,577d6a6c160201000103d7fc,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,9,17,1,5,0,34,27,17,26,24,47,13,21,7,36,6
541,R_2QnWgZUVZmChcLE,22,2,2,1, ,1,3,7,2,"I recently fell very ill and was extremely sick for several days. Afterwards, it took about 2 weeks for me to finally feel like I returned to my level of health that I had prior to my illness. I didn't think to take a COVID test during this time because I was so sick and just quit my job so I had no major priorities. After hearing about my mom's friend getting sick with the same symptoms and the fact that it was COVID, I'm starting to think that I had COVID.",8,2,I'm thankful I'm doing well now.,I somewhat regret quitting my job before this happened.,I've never been that sick in my life that I can remember.,I'm grateful for my mom taking care of me during that time.,I need to get back into shape after being bedridden for so long.,I thought I'd never get COVID because I was so cautious and fully vaccinated.,9,0,1,3,3,5,10,0,5,5,0,1,8,2,6,6,6,7,6,6,6,6,6,6,6,4,5,2,7,6,5,2,4,2,3,1,4,3,1,2,4,2,3,2,3,4,3,3,2,4,5,4,1,4,1,2,4,3,2,2,1,3,1,2,2,3,3,3,4,4,3,5,3,2,4,4,4,4,3,2,4,3,2,3,3,4,3,3,3,3,3,2,3,3,3,3,2,5,2,4,5,3,3,5e73a3e6a3a80a069b53bc93,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,43,2,0,0,38,18,18,25,24,39,14,18,6,31,5
562,R_1gorTO2S4usuJe7,36,1,2,1, ,2,1,5,0,"I saw my grandma in person recently. It's been two years and we were both very emotional about it. I still didn't linger, however.",5,0,excited to see grandma,relief it's almost over,been two years,hard to talk on the phone,hopefully grandma makes it,hopefully pandemic fully over soon,8,0,6,0,0,6,1,4,5,5,7,0,5,0,5,5,5,5,5,5,5,5,5,5,5,2,2,2,5,5,3,3,2,3,1,3,2,1,1,2,2,3,1,2,1,2,3,4,2,2,3,2,2,4,1,4,4,5,3,3,4,3,3,3,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,3,2,2,4,3,2,4,1,3,1,1,3,3,1,5cfec17adc24bc00016efa53,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14,25,3,1,0,26,28,15,20,20,24,15,9,4,22,2
627,R_2tmMUTQEU8HzfTp,26,2,1,"1,3,4", ,3,9,7,1,"Due to COVID, I am currently mostly working from home when before March 2020, I was in the office every day. I go into the office 1-2 times per week. Since I work in the offices above a medical clinic, many COVID mandates still apply (masks, vaccines, testing).",7,1,I am curious to see when the rules change again,I am worried cases will go back up in my area,I am proud of my organization for keeping us safe,I enjoy seeing my coworkers in person again,I am more active when I go to the office,I like having a reason to look presentable,5,2,0,7,10,0,10,0,9,0,7,0,8,0,6,6,5,7,6,6,6,7,6,7,7,5,3,2,5,6,3,4,4,3,3,4,4,2,3,3,3,2,3,3,3,2,4,4,3,4,5,4,3,4,3,5,5,7,6,3,6,5,6,6,3,3,4,1,4,2,2,2,2,4,3,4,2,4,3,2,3,3,3,3,2,2,3,3,3,3,3,3,4,4,4,5,1,2,3,2,4,4,2,5c9705682addb90015bd3c68,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,22,34,4,1,0,42,44,17,26,26,36,20,12,6,28,6
773,R_QhmkTAxtp3PwgQ9,53,2,2,1, ,3,8,7,2,I received an email from my son’s school notifying me that he had been exposed to someone with covid. The protocol was outlined that he should wear a mask for 10 days; he should test at home twice in 5 days and he should monitor for symptoms. The school provided at home tests. So far he has tested negative once and has no symptoms but he does not want to wear a mask again.,7,2,Uncertainty,Low level of concern,Equipped,Curious,Motherly,Citizenship,2,8,8,2,9,1,7,2,8,1,6,4,7,2,6,6,6,6,6,6,6,6,6,6,6,5,3,2,5,5,2,4,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,0,3,4,4,0,3,1,3,3,5,5,2,6,5,5,5,3,3,4,4,4,4,4,4,2,3,3,3,3,3,3,2,3,3,3,3,4,3,2,2,4,3,2,3,4,3,3,4,2,2,3,2,3,2,3,5dceca79b988870144a19f89,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10,41,5,1,0,39,36,18,24,24,37,17,12,5,26,6
905,R_3DwI8G2L8hlPdIh,29,2,2,1, ,1,1,6,1,My mom had surgery so we are very concerned about her catching Covid-19 especially now that all the mandates have been removed and almost no one is wearing masks anymore. So we are still very careful to wear masks and take home tests if we have any symptoms. I am really afraid of my family getting Covid.,4,5,I am anxious about my mom’s health and wellbeing,I’m scared of the guilt of giving my family Covid if I’m reckless,I’m scared of catching Covid personally bc I’m afraid of the short and long term symptoms,I’m anxious and resentful of the mandates in my state being dropped so soon,I dislike and feel resentful towards all of the people who do not wear masks to protect immunocompromised people,Me and my family still wear masks and take Covid precautions,0,10,0,10,0,10,0,10,0,10,3,2,2,6,7,7,7,7,7,7,7,7,7,7,7,3,2,2,7,4,4,2,2,1,2,2,3,1,2,3,3,4,3,1,1,4,2,1,0,1,2,2,0,1,5,2,2,2,2,1,1,3,1,1,4,4,3,2,4,4,2,2,3,2,1,4,3,4,3,2,5,4,4,5,5,3,3,3,5,5,5,2,3,3,2,3,3,4,4,4,2,2,4,5ea492e3b1b3620a6fee3b90,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,10,34,0,5,0,32,13,21,28,28,52,13,17,6,24,8
586,R_XpTNUG1gmNhT9LP,39,1,2,1, ,1,6,8,1,"Well, currently I'm still masking and maintaining social distancing, however I'm putting myself out there more because I have some career and independence goals that can't wait. My personal health depends on getting my own place so I'm being careful but also working outside the home more. I'm not disinfecting everything like I used to and I'm a lot less likely to panic if I hear someone sneeze or cough nearby. It's interesting and also odd getting out again after being secluded for over two years now. I love being out but it's also scary and almost unfamiliar now.",8,1,I am working outside the home more.,I'm excited to see some of my goals being accomplished.,I am still being careful about wearing a mask and distancing.,I am fully vaccinated with booster.,I am enjoying life more than I had a few months ago.,I'm watching the news on variants to stay informed and take precautions but I'm also more cautiously optimistic than I've been lately.,8,2,10,0,8,1,9,0,10,0,7,2,8,1,7,6,6,7,6,6,7,7,7,7,6,2,1,1,5,4,2,1,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,4,3,5,5,3,3,4,3,4,6,3,3,4,6,7,7,5,4,4,4,4,4,1,3,4,4,4,4,4,3,4,3,1,2,3,4,2,3,3,3,3,3,3,3,3,4,4,3,4,2,3,2,2,2,4,3,5c660497076e4e0001290b6c,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21,43,6,0,0,53,41,19,27,26,36,18,11,7,16,8
655,R_Ab3aQTx9tBjTtGV,55,2,2,1, ,1,5,10,0,I am much better off now that before it hit. I have a great work from home job as a supervisor whereas before I was a cashier at a local grocery. I am making lots more money and no fear of contracting covid.,10,0,I am sleeping better than pre Covid,I am making more money than pre Covid,I have a much better job that I did pre Covid,I have more money in the bank pre covid,My life has improved greatly since covid hit.,I get to work from home since covid hit,10,0,10,0,10,0,10,0,10,0,10,0,10,0,1,1,1,4,7,4,4,1,4,4,1,7,1,7,1,7,1,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,5,5,5,3,5,3,5,7,7,7,7,7,7,7,7,4,4,5,5,5,5,5,3,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,5,5,5,1,1,1,1,1,1,5,5fd66ce8aec66457ff73d743,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,58,6,0,0,56,56,3,16,13,17,25,5,6,31,8
443,R_86yOn4iSFs5xSzn,45,2,2,1, ,3,9,9,1,Some of the teaching I am doing is still online some students with medical situations are still remote abs that is stresssful,9,1,More family time,Less family time with grandparents,Virtual teaching,Things have slowed down,Love life to fullest,Accept kids for who they are,10,0,1,10,2,8,6,4,10,0,6,4,7,3,5,6,6,6,6,6,6,6,6,6,6,4,1,4,2,5,1,4,3,2,3,3,3,2,2,2,2,2,2,2,3,3,5,3,3,5,4,4,3,4,2,1,7,7,7,7,7,6,7,7,3,3,4,5,4,2,4,2,2,5,3,2,4,3,3,2,2,2,2,3,2,3,2,3,2,2,2,4,4,4,3,2,2,2,3,2,4,4,2,60fcd2e26a72c518d0b60738,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,19,40,4,2,0,34,55,17,24,24,30,17,13,6,21,6
651,R_3dtQqESrnbbMRLH,49,2,2,1, ,1,2,9,1,"Most stores are still requiring masks and I have had a hard time breathing while wearing a mask.  A store that I am in weekly asked me the other day if I would please start wearing my mask. I have been vaccinated.  People do not think about other conditions (such as Asthma, COPD) that make it hard to breath while wearing a mask.",8,2,I worry that people think I am being rude.,I wonder if I should change stores.,AM I distressing others?,Should I risk my breathing to visit this store?,Should I wear a mask all the time?,Should I just not worry and do my own thing?,1,10,0,10,5,5,0,10,5,10,5,5,4,9,6,6,6,6,6,6,6,6,6,6,6,5,2,4,2,6,6,6,4,4,3,3,3,4,4,4,4,4,3,3,3,4,4,4,2,4,5,4,2,4,2,3,6,6,6,4,6,6,6,6,3,3,5,3,5,5,3,5,5,4,5,4,3,4,3,2,2,3,3,3,2,3,4,5,3,3,3,5,4,5,3,4,2,2,2,2,3,2,2,5daf506a5bd1b30013605e31,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,17,51,0,4,0,50,46,18,24,24,39,21,11,4,31,6
430,R_2vdGo1Yo1ZFkGdQ,46,2,2,1, ,3,9,7,2,I've been annoyed that my daughter in law will not get the vaccine. She wants to get a healthcare job (and that is what her degree is in) but no one will hire her because she won't get vaccinated.,4,6,I'm stressed because she can't get a job.,I'm tired of financially supporting her.,I think it's selfish that she won't get vaccinated.,It makes me mad she doesn't care about the health of others.,I'm tired of having to worry about her.,I'm not sleeping well because of all of the stress surrounding this.,0,7,0,3,0,8,0,7,0,6,0,5,3,6,5,5,6,6,6,6,6,5,6,5,5,5,5,3,6,6,4,5,3,3,2,3,4,1,3,3,3,4,3,3,2,4,4,3,2,4,4,5,3,2,2,4,6,6,6,5,5,6,6,6,2,3,2,2,4,2,2,1,2,3,2,1,2,3,2,1,3,2,3,3,3,2,3,3,3,3,3,4,4,4,3,4,3,3,4,2,2,4,2,5dcc27974b54778b69e62ec5,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,19,26,0,4,0,41,46,16,23,22,34,19,14,6,34,5
